County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
Tuscaloosa,Alabama,1,,0,,0.0,33.21042,-87.56625,2020-03-14 12:04 EDT
Limestone,Alabama,1,,0,,0.0,34.814892,-86.97728459999999,2020-03-14 12:04 EDT
Unassigned,Alabama,1,,0,,0.0,32.806671,-86.79113000000001,2020-03-14 12:04 EDT
Unassigned,Montana,1,,0,,0.0,46.921925,-110.454353,2020-03-14 12:04 EDT
Gallatin,Montana,1,,0,,0.0,45.5404518,-111.17041090000002,2020-03-14 12:04 EDT
Yellowstone,Montana,1,,0,,0.0,45.93711629999999,-108.2743481,2020-03-14 12:04 EDT
Silver Bow,Montana,1,,0,,0.0,45.99544,-112.65661000000001,2020-03-14 12:04 EDT
Lewis and Clark,Montana,1,,0,,0.0,47.124815000000005,-112.3941446,2020-03-14 12:04 EDT
Tulsa,Oklahoma,2,,0,,0.0,36.15011,-95.99351999999999,2020-03-14 12:04 EDT
Jackson,Oklahoma,1,,0,,0.0,34.586625399999996,-99.4160473,2020-03-14 12:04 EDT
Oklahoma,Oklahoma,1,,0,,0.0,35.582684,-97.50859940000001,2020-03-14 12:04 EDT
St. Louis,Missouri,2,,0,,0.0,38.62775,-90.19955999999999,2020-03-14 12:04 EDT
Greene,Missouri,1,,0,,0.0,37.2580403,-93.34201850000001,2020-03-14 12:04 EDT
Unassigned,Missouri,1,,0,,0.0,38.456084999999995,-92.288368,2020-03-14 12:04 EDT
New Castle,Delaware,4,,0,,0.0,39.65977,-75.56394,2020-03-14 12:04 EDT
Honolulu,Hawaii,2,,0,,0.0,21.30493,-157.85788,2020-03-14 12:04 EDT
Kauai,Hawaii,1,,0,,0.0,22.0825024,-159.7275965,2020-03-14 12:04 EDT
Unassigned,Maine,2,,0,,0.0,44.693946999999994,-69.381927,2020-03-14 12:04 EDT
Androscoggin,Maine,1,,0,,0.0,44.1658761,-70.20645859999999,2020-03-14 12:04 EDT
Puerto Rico,Puerto Rico,3,,0,,0.0,18.2226065,-66.4689534,2020-03-14 12:04 EDT
Bennington,Vermont,1,,0,,0.0,42.87672,-73.19818000000001,2020-03-14 12:04 EDT
Chittenden,Vermont,1,,0,,0.0,44.4579951,-73.0540497,2020-03-14 12:04 EDT
Sheridan,Wyoming,1,,0,,0.0,44.79792,-106.95586999999999,2020-03-14 12:04 EDT
Fremont,Wyoming,1,,0,,0.0,43.0405186,-108.63049740000001,2020-03-14 12:04 EDT
Ward,North Dakota,1,,0,,0.0,48.2216809,-101.5418179,2020-03-14 12:04 EDT
Anchorage,Alaska,1,,0,,0.0,61.217530000000004,-149.85825,2020-03-14 12:04 EDT
Ada,Idaho,1,,0,,0.0,43.4510569,-116.2411338,2020-03-14 12:04 EDT
